tweet,image_url,label
上海 欢迎 上海 看海 提醒 步行 进入 积水 区域 时 务必 小心 慢行 远离 电线杆 灯箱 危险 地区 开车 朋友 不要 盲目 冒险 涉水 行驶 熄火 切勿 再次 发动 汽车 ,6e05a6dagw1et6tkgacptj209h0gj0u4 6e05a6dagw1et6tkh3vebj20ca0gejv7 6e05a6dagw1et6tkhyqftj20lo0gcjw8 6e05a6dagw1et6tkios0fj20c30fzjtf 6e05a6dagw1et6tkj9us9j20kv0fiq6e 6e05a6dagw1et6tkjtvt6j20li0fpmzj 6e05a6dagw1et6tkkmvqij20cd0ghtaq 6e05a6dagw1et6tkldc9jj20lq0gl423 6e05a6dagw1et6tkvyb4gj20990cfab7 ,0
酒驾 杀人案 方文玉 参加 朋友 杨世杰 女儿 庆生 宴 酒足饭饱 之后 杨世 杰出 车祸 方文玉帮 处理 车祸 没 想 社会 背景 复杂 钱 拨 110 最后 方文玉 活活 打死 发生 年初 这起 案件 触目惊心 详情 未 披露 看看 @ 上海电视台 案件 聚焦   报道 O 酒驾 杀人案 ,6e05a6dajw1et5no9ddnej20k00b93zo 6e05a6dajw1et5nocglngj20k00b93zz 6e05a6dajw1et5noi8rgpj20k00b9jsu 6e05a6dajw1et5nol86dnj20k00b9401 6e05a6dajw1et5no46zllj20k00b9wgc 6e05a6dajw1et5non2vbvj20k00b9wfi    ,0
一处 百年 老宅   正在 消失 陆氏 民宅 位于 天潼路 800 弄 164 支弄 号 建于 清朝 末年 2004 年 列为 闸北区 文物保护 单位 一幢 有着 悠久 历史 老宅 竟然 几乎 快要 抹 @ yan lu   爆料 这栋 老宅 大部分 拆除 告知 相关 部门 得到 答复 却是 没 拆 难道 剩 一砖一瓦 算 拆 ,6e05a6dagw1et5mn6jtwej20hl0olwj8 6e05a6dagw1et5mn4oa0rj20bv05qmyh 6e05a6dagw1et5mn571irj20c506x0ub 6e05a6dagw1et5mn5rzjrj20c702z3z1      ,0
毕节 n 版本 毕节 儿童 自杀 事件 几乎 每天 换个 版本 第一天 家庭 贫寒 致死 饿死 第二天 发现 家里 余钱 粮 怀疑 家暴 导致 孩子 厌世 第三天 走 八卦 路线 说 母亲 私奔 导致 孩子 自卑 厌世 昨天 财新竟 报出 更 耸动 版本 透露 孩子 家访 惊吓 O 贵州 毕节 四 兄妹 服毒 事件 死 负责 ,6e05a6dajw1et3ddd3kg3j20fy18g0z7 6e05a6dajw1et3ddewiw5j20fy18gq9e        ,0
拍牌 系统 本月 升级   月 14 日 举行 模拟 拍卖会 本月 上海 私车 额度 拍卖 系统 迎来 重大 升级 竞买人 尽早 适应 新 系统 拍卖 操作 得到 真实 体验 月 14 日国 拍 行将 举行 模拟 拍卖会 持有 当月 标书 竞拍者 均 参加 本次 模拟 拍卖 收取 费用 拍中 不算 ,6e05a6dagw1et152de4z5j20k10hgado 6e05a6dagw1et159txp7wj20k00p379r 6e05a6dagw1et159ud1pnj20e30m6n0h 6e05a6dagw1et159usncrj20dp0mgwib 6e05a6dagw1et159v3mg7j20ed0mg78d 6e05a6dagw1et159vgkcaj20e20mzgpq 6e05a6dagw1et159vwyalj20dw0mwadj 6e05a6dagw1et159wfoh4j20du0ogtck  ,0
视频 直播 @ 上海 国际 电影节   红毯 仪式 即将 开启 @ 看看 新闻网   18 : 15 视频 直播 明星 已经 准备 准备 好了吗 直播 地址 live . kankanews . com 手机 党 看看 新闻 APP 同步 收看 @ 柳岩   今天 拼 ,9a66d60cgw1et2mb9d1myj20t00ljaeg 9a66d60cgw1et2mb9jf6qj20c80h4t9k 9a66d60cgw1et2mb9q9gnj20zk0qotbh 9a66d60cgw1et2mba1bzsj20qo0zkjtp 9a66d60cgw1et2mba8x4wj20zk0qojtw     ,0
无题 媒体报道 月 名叫 喻少彬 上海 老人 安徽 宿州 乘坐 公交车 时 因持 上海 高龄 老人 优待证 无法 免费 乘坐 公交车 驾驶员 发生争执 事后 喻少彬 市委 书面 投诉 市 领导 做出 批示 当班 司机 辞退 O 网页 链接   网上 资料 显示 喻少彬 曾任 巢湖 供电局 协会 秘书长 退休 上海 ,6e05a6dagw1esyo21e2rfj20bo092gn2 6e05a6dagw1esyo223ff8j20c308tjt9 6e05a6dagw1esyo22kvzfj20c6091myz 6e05a6dagw1esyo200q9fj20ca0go0wj 6e05a6dagw1esyo20s7nvj20h80j3n0u 6e05a6dagw1esyo1z8gjcj20y20hrted    ,0
河北 沧州 发生 特大 枪击案 死 伤   公安局 政委 牺牲 月 日 凌晨 河北 肃宁县 发生 特大 枪击案 案件 造成 死 伤 包括 肃宁县 公安局 政委 在内 两名 干警 牺牲 警方 通报 称 犯罪 嫌疑人 刘双瑞 （ 男 55 岁 ） 长期 患有 精神分裂症 目前 刘双瑞 警方 当场 击毙 O 网页 链接 ,6e05a6dagw1esxu3ewplxj209p0btdgt 6e05a6dagw1esxu3fj8daj20a20bx75g 6e05a6dagw1esxu3ggvpmj20c607jgmg 6e05a6dagw1esxu3h5judj20a80c5abq      ,0
上海 野生 动物园 多辆 观光车 被困 猛兽 区 车上 乘客 @ 东广 新闻台   反映 目前 被困 已近 小时 司机 称因 整个 园区 电控 门 故障 现在 里面 车 出不去 外面 进不来 上午 已经 出现 一次 类似 情况 动物园 方 表示 电缆 烧断 现在 已经 抢修 完毕 估计 故障 45 分钟 ,6e05a6dajw1esubuulnfnj20k00f0jtl 6e05a6dajw1esubuvhdb1j20k00f0wgo 6e05a6dajw1esubuwjdv4j20k00f0tb3 6e05a6dajw1esubw5nymmj20k00f0wgi      ,0
东方 之星 沉船 事件 遇难 同胞 致哀 ,94f1a8abgw1esvcwgxer2j20ji0gfdha 94f1a8abgw1esvcwkv7iej20nm0rtaci 94f1a8abgw1esvcwmickvj208y0dudhd 94f1a8abgw1esvcwoa47oj20g60fkdj4 94f1a8abgw1esvcwqqjv4j20bf0i5wfs 94f1a8abgw1esvcwsdlw7j20hr0l9gn2    ,0
招聘 传销 近期 爆出 经济 问题 p2p 公司 一家 打着 理财 基金 旗号 公司 冻结 账户 这家 大大 集团 招聘员工 方式 类似 传销 学历 工作 经验 问 是否 购买 公司 五万 十万 基金 便 换取 正式 员工 身份 来看 记者 一组 调查 O 大大 集团 求职者 陷 庞氏 骗局 为保 职位   十万元 买 基金   O 大大 集团 求职者 陷 庞氏 骗局 为保 职位   十万元 买 基金 ,6e05a6dagw1ez9yde719nj20hs0txtc2 6e05a6dagw1ez9yddt4flj20hs1didma 6e05a6dagw1ez9ydeodp7j20hs0k677e 6e05a6dagw1ez9ydewjtwj20hs0k6gov      ,0
保护 建筑 内部 改 网友 爆料 称 位于 乌鲁木齐 南路 176 号 小区 居民 大肆 改装 内部结构 相关 部门 说 邻居 没有 矛盾 改造 相关 部门 小区 门口 明确 挂 176 号 巨福 公寓 市级 优秀 历史 建筑 近期 老 房 销量 猛增 担心 一批 历史 保护 建筑 会步 后尘 ,6e05a6dajw1est4zh80fpj20zk0qo132 6e05a6dajw1est4xbgkgij20zk0qon8r 6e05a6dajw1est4zfvtesj20zk0qoafk 6e05a6dajw1est4touiy7j20zk0qoagw      ,0
正在 直播 东方 之星 翻沉 事件 发布会 上午 11 点 交通部 东方 之星 翻沉 事件 举行 新闻 发布会 发言人 徐成 光 介绍 最新 情况 直播 地址 O 新闻 直播 频道 突发 新闻 直播 视频 直播 在线 观看 看看 新闻网   手机用户 应用 市场 下载 看看 新闻 APP 实时 同步 收看 ,6e05a6dagw1esrvt85cm9j20ae073751 6e05a6dagw1esrvt8mo85j20al077dgk 6e05a6dagw1esrvt9cb1rj20ak075dgh 6e05a6dagw1esrvt9zpmwj20ao071wf1      ,0
信 美食 节目 网友 看看 新闻 客户端 爆料 称 位于 漕宝路 虹莘路 菌道 菌菇 火锅 料理   近日 忽然 易主 变成 牛肉 火锅店 手里 消费 卡 过去 老板 跑 路 无法 得到 赔付 网友 特别 留 一句 美食 节目 推荐 觉得 比较 信得过 没想到 会 ,6e05a6dajw1esr5d8664wj206908cjrw 6e05a6dajw1esr5ck0n21j206908c74n        ,0
台湾 艺人 安钧璨 日 凌晨 肝癌 去世   年仅 32 岁 昨天下午 艺人 安以轩 微博为 祈祷 没想到 事发 突然 安钧璨 前 台湾 偶像 组合 可米小子 成员 安以轩 大小 s   私交 甚 曾多次 参与 康熙 说话 直爽 犀利 可米小子 成员 申东靖 2012 年 去世 网友 感慨 青春 纪念册 越来越 完整 ,6e05a6dagw1eso9lcal19j20bo0gpdhl 6e05a6dagw1eso9ledle5j20c305agm8 6e05a6dagw1eso9lcucn1j20bf0ebgnx 6e05a6dagw1eso9ldj4byj20bm0bz3zo      ,0
今天上午 时许 机场 公安分局 接 110 报警 称 浦东国际机场 T1 航站楼 出租车 排队 缓冲区 男子 倒地 分局 民警 迅速 到场 处置 伤者 送往 川沙 人民 医院 救治 10 时 20 分许 男子 抢救无效 死亡 初步 调查 死者 男性 50 岁 上海 出租汽车 公司 驾驶员 头颈 外伤 死亡 案件 正在 进一步 调查 中 ,6e05a6dajw1esncl6q1scj20k00bb40e 6e05a6dajw1esncl7321bj20ck0m8jtf 6e05a6dajw1esncl6gesgj20dc0hsgnf       ,0
支付宝 挂 目前 无法 登录 正在 买单 同学 请 暂时 停下 脚步 ...... ,6e05a6dagw1esixo58ba5j209j09qdg2 6e05a6dagw1esixo5wup5j20jc0fd0un        ,0
微摇陌 微博 升级 之后 发现 新 功能 隐约 看到 远处 一个 大大的 约 字 ,6e05a6dajw1ese2dsf993j20hs0vkwiz 6e05a6dajw1ese2dtd2esj20hs0vkq3m        ,0
马宁 今天 申城 德比 大战 主裁判 ,6e05a6dagw1erybz4pdb6j20c8085aaq 6e05a6dagw1erybz5lsd1j20c80id761        ,0
视频 中国 第一 男子 天团 红场 中国人民解放军 陆海空三 军 仪仗队 列队 红场 102 名 军人 点赞 太帅 O 网页 链接   军迷 特别版 直播 继续 O 新闻 直播 频道 突发 新闻 直播 视频 直播 在线 观看 看看 新闻网   下载 看看 新闻 APP 移动 端 实时 收看 ,6e05a6dagw1ery334wynvj20fx099dhf 6e05a6dagw1ery333hizdj20ee08gq4v 6e05a6dagw1ery334fcfjj20e408d0ur 6e05a6dagw1ery335g15yj20f708875c      ,0
河南 成立 女子 漂流 救护队   常有 男子 假装 溺水 揩油 河南 全 女子 漂流 救护队 遇到 一个 问题 时常 男子 故意 掉 进水 里 救 队员 施救 时 救者 趁机 占便宜 发生 事件 这支 美女 救护队 配备 隐型 摄像头 拍摄 溺水 男士们 不轨 行为 （ 大河 报 ）   ...... 行 ...... ,6e05a6dagw1erwyo0axz0j20bl0gnwhd 6e05a6dagw1erwyo0yvs1j20bx07x0u3 6e05a6dagw1erwyo1ijgmj20c007y0u2 6e05a6dagw1erwyo28jefj20c008umy5      ,0
冤不冤 沪 南 公路 昨天 发生 路怒 司机 打人 事 公交车 司机 黄 师傅 突然 变道 造成 车 司机 急刹 车 司机 拦下 公交车 砸碎 车窗 试图 殴打 黄 师傅 黄 师傅 说 看到 前面 车辆 小转 发现 左侧 车道 没车 变道 O 公交车 变道 惹恼 车   轿车 司机 砸 窗 施暴 劝阻   目前 警方 已经 介入 调查 ,6e05a6dajw1erusemltyfj20u215owmy 6e05a6dajw1erusena2nbj20dc18gtfc        ,0
一位 17 岁 上海 小姑娘 上外 在校生 繁重 学业 之余 做 一个 推广 上海 话 微信 公众 号 〔 老 克勒 上海 话 私塾 〕 才刚 做 三天 做 非常 用心 希望 朋友 给予 女孩 支持 鼓励 上海 话 更 年轻人 中 传承 下去 ,7f3d4fdbjw1erua8qx3kpj20fl0qngml 7f3d4fdbjw1erua8rl2v0j20fl0qo75h 7f3d4fdbjw1erua8sc1r6j20fl0qoq4i 7f3d4fdbjw1erua8t5oq4j20fn0qowg5      ,0
懂 上海 编蛋篓 今朝 立夏 辰光 胸口 挂过 蛋套 小朋友 斗过 鸡蛋 举手 上海 人有 立夏 吃 鸡蛋 习俗 说 是因为 鸡蛋 形似 人心 吃 蛋 补 心气 精神 立夏 之后 容易 受 暑气 损耗 一天 补 ,6e05a6dajw1eru7vzf0xrj20c8096jry 6e05a6dajw1eru7vzz36rj20950c6abk 6e05a6dajw1eru7vz5u9oj20k00qodkj 6e05a6dajw1eru7w089hmj20k00f0q5w      ,0
说 今天下午 女司机 卢某 接受 华西都市报 采访 时 违法 变道 表示歉意 确实 有点 急 道歉 没有 想 今晚 央视 播出 画面 中 卢某 面对 镜头 言之凿凿 表示 多年 开车 经验 距离 变道 过来 出去 没 问题 不会 导致 急刹车 小孩 ,6e05a6dagw1ertoc7dzysg208w06oe2z.gif 6e05a6dagw1ertocs3brtj20jk087abx        ,0
不能 成都 女司机 之后 事发 前 行车 记录 曝光 显示 女司机 三次 车 车上 小孩 哭 O 成都 女司机 事发 前疑 两度 故意 别车   涉案 男子 道歉   网友 评论 一下子 逆转 之势 扒出 这辆 车 过去 劣迹 打人 总是 错 行车 习惯 关键 男 司机 接受 法律制裁 女司机 应有 自省 ,6e05a6dajw1ert3e1srljj20k00dnabn 6e05a6dajw1ert3e1ywtjj20hs0vk77e 6e05a6dajw1ert3e2blzoj20hs0vktbt 6e05a6dajw1ert3e2q2opj20hs0vkq5p      ,0
江西 一大 货车 侧翻 压扁 面包车   死亡 今天上午 点 左右 206 国道 景德镇 乐平市 塔山 工业园区 附近 拐弯处 一辆 货车 发生 侧翻 压中 一辆 面包车 现场 围观 群众 告诉 记者 昌河 面包车 压扁 男 女 死 乐平市 人民 医院 120 急救中心 确认 事故 造成 死亡 O206 国道 景德镇 乐平市 境内 货车 发生 侧翻   死亡 ,6e05a6dagw1ersa64qjiej20d80fx0ve 6e05a6dagw1ersa65fhz6j20dv0gwtbm 6e05a6dagw1ersa63cog3j20er0hpq6v 6e05a6dagw1ersa63yr2aj20dd091tak      ,0
图 央视 北美 台 摄像 Freddie   Gray 巴尔的摩 报道 过程 中 示威者 殴打 摄像机 抢 ,6e05a6dajw1ermozljr42j20hs0vk421 6e05a6dajw1ermozj94rej20lc0sggop        ,0
心疼 ... 昨夜 上海 中环 一辆 法拉利 - LaFerrari 超级 跑车 暴雨 中 失控 发生 单车 事故 目测 车主 大碍 具体 事故 原因 不详 这款 油电 混合 动力 超跑 国内 报价 2250 万 全球 限量 499 部 现在 一部 撞毁 中环 ...... ,6e05a6dagw1erm6puf8hyj20b20eqmyv 6e05a6dagw1erm6puyunqj20bu0aiabh 6e05a6dagw1erm6pvo3xej20bo0ewgnp 6e05a6dagw1erm6pwdjatj20bx0f8gng 6e05a6dagw1erm6pwyrtaj20bn0efgn0 6e05a6dagw1erm6pxlxlmj20bo0ecdha 6e05a6dagw1erm6py8cdej20b008iwfs   ,0
元 拼团 买车 厘子 蓝莓 这是 诈骗 新 手法 日前 有个 好货 拼 团购 凑满 30 元 价格 购买 智利 进口 蓝莓 盒 250g 包邮 凑够 团购 需 人数 商家 迟迟 发货 记者 调查 发现 这家 公司 没有 食品 销售 资质 微信 营销 骗取 身份 资料 O2 元 拼团车 厘子 蓝莓 买 ,6e05a6dagw1ez3iq8v617j208a0ecwez 6e05a6dagw1ez3iq96k2bj20880e53yw 6e05a6dagw1ez3iq9rbuwj20800dzmxf 6e05a6dagw1ez3iqaeqg8j20du0adaak      ,0
今晚 18 : 30 世俱杯 半决赛 恒大 VS 巴萨   比赛 正式 直播 O 网页 链接   梦想 实现 ,6e05a6dagw1ez2ubb92faj20bu06fmxi 6e05a6dagw1ez2ubbuvw5j20bw06ddg5        ,0
骗钱 伪 基站   身边 尊敬 客户 积分 可兑换 218 元 现金 礼包 即将 清零 请 登录 * * * 网站 激活 领取 中国移动 这是 天上掉 馅儿饼 错 伪 基站 发出 诈骗 短信 现在 伪 基站设备 越来越 小型 隐蔽 诈骗 分子 背着 移动 作案 警方 办案 带来 一定 困难 O 上海 伪 基站 藏进 背包   商圈 诈骗 短信 猖獗 ,6e05a6dagw1ez2g6zold0j20iq0dqmxx 6e05a6dagw1ez2g70bwz0j20hh0kkq44 6e05a6dagw1ez2g70xke8j20ht0kkgmm       ,0
网上 购 机票 不让 退 是否 有过 经历 网上 订机票 看似 捡 便宜 发现 其实 航空公司 官网 价格 不过如此 更 过分 种种原因 需要 退票 时 第三方 平台 态度强硬 — — 退票 全额 扣款 市消 保委 今天 列出 网购 机票 五宗 罪 O 网络 机票 退 改签 藏 猫腻   市消 保委约 谈 九大 平台 ,6e05a6dagw1ez0m74753zj20hs0vkn0s 6e05a6dagw1ez0m75ed4uj20hs0vk77g 6e05a6dagw1ez0m72mb1xj20hs0vktbx 6e05a6dagw1ez0m77m9xkj20hs0vk78s 6e05a6dagw1ez0m79dm7fj20hs0vkn1d 6e05a6dagw1ez0m8ak1kfj20hs0txgpg    ,0
外国人 不得不 承认 这才 中国 制造 两周 世界 第二 高桥 中国 贵州 清水河 大桥 正式 完工 投入使用 这座 被誉为 世界 跨径 最大 悬索桥 清水河 大桥 国人 赞叹 英国 媒体 报道 宏伟 工程 知道 全世界 第一 高桥 不好意思 中国   看腐国 人民 留言 爱 ... ,6e05a6dagw1ez0a2xeibej20bv07aglx 6e05a6dagw1ez0a2y1629j20c307bq36 6e05a6dagw1ez0a2ykskej20c5071q37 6e05a6dagw1ez0a2zh5rxj20b40hy75i 6e05a6dagw1ez0a30119lj20c40ataap 6e05a6dagw1ez0a30m710j20cc0amaaf    ,0
不让 下车   砸 家 玻璃 ... 日前 本市 180 路 公交车 一名 男子 坐过 站 要求 公交车 司机 中途 停车 开门 司机 拒绝 公交车 遇到 红灯 等候 时 这名 男子 连续 猛 踢 竟 中门 玻璃 踢 碎 猫腰 钻 出去 司机 迅速 下车 这名 男子 按倒 警察 带走 O 男子 坐 错车 要求 中途下车 拒   踢 碎 公交车 门 钻出 ,6e05a6dagw1eyvpz9ey0dj20ga07yt9f 6e05a6dagw1eyvpz9w4fsj20gl08zjs7        ,0
公交 911 路   撤 留 911 路 20 多年 历史 上海 最早 一批 使用 双层 巴士 公交线路 淮海路 载客 大户 后来 居民 出行 911 路 开进 万科 城市 花园 最近 风传 911 路要 撤并 对此 社区 居民 坚决 反对 车队 表示 客流 逐年 递减 多条 线路 投票 O 公交 911 路 留 撤 ,6e05a6dagw1eyufa3krj2j20hy0olq5k 6e05a6dagw1eyufa45yzlj20hw0pajtp 6e05a6dagw1eyufa4tjmuj20i00bn0um       ,0
网友 爆料 350 元 停车费   堵门 60 小时 网友 爆料 位于 南丹路 汇贤雅居 小区 大门 一辆 无牌 奔驰 堵门 超过 天 网友 反映 这辆 车是 新 搬 一个 业主 事情 起因 小区 地面 停车位 已满 只能 提供 地下 停车位 每个 月 地下 车位 地面 车位 贵 350 元 业主 对此 不满 将车 堵 小区 门口 ,6e05a6dagw1eyuddxez3lj20e20acaav 6e05a6dagw1eyuddy2gguj207u0agwep 6e05a6dagw1eyuddyqm5nj205t09iaa4 6e05a6dagw1eyuddzand6j205u08hq2u 6e05a6dagw1eyuddzxu40j205r08it8o 6e05a6dagw1eyude0khg6j205s086mx5    ,0
温州 失联 美女 嫩模   杀害 今天下午 记者 警方 获悉 失踪 多日 美女 模特 李璐 找到 警方 确认 李璐 死亡 初步 确定 他杀 犯罪 嫌疑人 抓获 李璐 23 岁 四川人 去年 刚 温州 大学毕业 据称 身高 一米 七 做 平面 模特 做 车模 走秀 （ 温州 都市 新闻 ） ,6e05a6dagw1eytk26c2yuj20bl0fut9n 6e05a6dagw1eytk27447kj20c20f9dgx 6e05a6dagw1eytk278gf5j20bw0ggt9b 6e05a6dagw1eytk27y54pj20aw0eb74p 6e05a6dagw1eytk28jrw8j20b40ek3z6 6e05a6dagw1eytk2963u4j20av0ejglz    ,0
总 觉得 这段话 好像 ...... ,6e05a6dagw1eyteos4yrfj20bc07x74e 6e05a6dagw1eyteosqozwj20ji09rglv        ,0
台湾 金马 影帝 柯俊雄 肺癌 去世   享年 70 岁 台湾 媒体报道 金马 影帝 柯俊雄 肺癌 复发 12 月 日 去世 享年 70 岁 柯俊雄 寂寞 十七岁 英烈千秋 两度 拿下 亚太 影帝 头衔 柯俊雄 演技 精湛 2004 年 爆出 外遇 丑闻 最终 结婚 34 年 宝岛 玉女 张美瑶 离婚 ,6e05a6dagw1eyr7loq40gj20fe09d0tc 6e05a6dagw1eyr7lp8ni6j20f90fgaam 6e05a6dagw1eyr7lql0kjj20ay0g1gm9 6e05a6dagw1eyr7lpumn9j20fw0ciwfj      ,0
秀个 恩爱   多人 生气 最近 郭富城 两次 微博 高调 晒 照秀 恩爱 网上 负面 评论 如潮 特别 第二次 吃饭 时秀 恩爱 小时 收获 万条 负面 评论 对此 郭富城 十分 委屈 就秀过 两次 知道 多人 生气 唤起 朋友 反感 郭 天王 真的 知道 ,6e05a6dagw1eyr3xt5y6kj20d80gvwf9 6e05a6dagw1eyr3xtt5eaj20ee0fmq3j 6e05a6dagw1eyr40a675bj20b30f6wf0 6e05a6dagw1eyr40adofyj20bb0gwaaq      ,0
郭嫂 相亲 节目   曝 年 段 情史 @ 舞美师   爆料 郭富城 新 女友 方媛 三年 前 竟然 贵州 卫视 相亲 节目 非常 完美 自爆 六段 情史 舅舅 公司 做 会计 最后 表白 环节 男 嘉宾 拒绝   L 非常 完美 20121112     郭富城 现 女友 参加 相亲 节目   天王 嫂变 上海 会计 ,6e05a6dagw1eynjhunwdij20au097wer 6e05a6dagw1eynjhvfzmjj20ag08ut8y 6e05a6dagw1eynjhvw2qtj208w06d3yk 6e05a6dagw1eynjhwid1hj20a8063mx7 6e05a6dagw1eynjhu1xpyj20iy0f83zn 6e05a6dagw1eynjhx55j9j20aa066q2y 6e05a6dagw1eynjhxrsu4j208y063t8r   ,0
芜湖 一对 男女 涉 行骗 被扣 查   警局 秀电 臀 安徽 芜湖 一对 男女 因涉嫌 行骗 虚假 宣传 警方 带走 调查 二人 警局 候讯室 毫无悔意 表演 女子 竟 镜头 扭 臀 装鬼脸 高歌 展示 歌喉 旁边 男子 更 拍手 助兴 O 网页 链接   碰到 这种 二货 蜀黎 蛮 无语 ...... ,6e05a6dagw1eynj5ulpnxj20c008a0t1 6e05a6dagw1eynj5ti0b5j20h708jjrq 6e05a6dagw1eynj5tzaikj20h608qdg9 6e05a6dagw1eynj5v7xzdj20c507wmx6      ,0
北京市委 全会 决议 首提 严控 人口 规模 : 不超 2300 万 昨天 北京市委 书记 郭金龙 强调 北京 发展 突出 问题 人口 无序 过快 增长 北京 大城市 病 重要 原因 严重 影响 首都 核心 功能 发挥 北京 提出 人口 2300 万 天花板 2014 年 北京 常住人口 2151.6 万 目前 人口 规模 增长 O 北京市委 全会 首提 严控 人口 规模 不超 2300 万 ,6e05a6dagw1eye686inmyj20c105raag 6e05a6dagw1eye68768p3j209i05fmxg        ,0
闻鸡起舞 山东 潍坊 惠和园 小区 北侧 一座 烂尾楼 养殖户 养 近 千只 鸡 小区 居民 日常生活 带来 极大 困扰 每天 早晨 百只 公鸡 一起 打鸣 生活 鸡圈 中 现场 视频 体验 一下 :   O 网页 链接 ,6e05a6dagw1eydkazue18j20vk0hs41v 6e05a6dagw1eydkb2gep5j20vk0hstbu        ,0
记住 老板 长相 重要性 日前 郭台铭 视察 富士康 深圳 龙华 厂时 竟 发现 两名 员工 未依 规定 厂 餐厅 门口 抽烟 郭 立即 员工 烟头 灭 没想到 员工 直接 回话 关 X 事 ...... O 网页 链接 ,6e05a6dagw1eybx7kzequj20ic0a3t9c 6e05a6dagw1eybx7ll5nnj20i70a53z2        ,0
公安部 商讨 解决 1300 万黑 户口   60% 超生 人员 中国 约 1300 万 人口 没有 户口 成为 俗称 黑户 黑户 中 60% 超生 人员 没有 户口 大多数 没有 社会保障 失去 正常 工作 生活 受 教育 机会 制约 人口 流动 增加 社会 稳定 加剧 社会 公平 O 网页 链接 ,6e05a6dagw1eybwaqdkf1j20ho097dgm 6e05a6dagw1eybwaqz3qcj20c7080q3b        ,0
一次 坍台 坍到 外国 ... 18 日 上午 一男一女 两名 中国 鹿特丹 超市 为争 奶粉 言语 争执 更 震惊 两人 文斗 升级成 武斗 躺 地上 难解难分 一旁 外国人 拉 拉 不开 .... 荷兰 当街 打架 极 少见 一男一女 打架 更是 罕见 多家 纸媒 图文并茂 报道 言语 嘲笑 O 网页 链接 ,6e05a6dagw1ey7ila5cwwj207y0a6aa7 6e05a6dagw1ey7il9nyxxj20820agt8v        ,0
还贷 养娃 入不敷出   引进人才 竟划车 泄愤 最近 月 本市 安化 路 111 弄 先后 辆 私家车 恶意 划伤 车主 气愤 刚 补好 漆 很快 车 刮花 警方 调查 最终 锁定 小区 住户 顾某 抓获 据悉 顾某 江苏 南通 名校 硕士 毕业 引进人才 房贷 压力 大而划 车 泄愤 O 还贷 养娃 入不敷出   月入 近万 名校 硕士 竟划车 泄愤 ,6e05a6dagw1ey7g0y9xs8j20gp0awmx8 6e05a6dagw1ey7g0yt6yxj20gq0b2wes 6e05a6dagw1ey7g0zgfqjj20gf0bgdgf 6e05a6dagw1ey7g1n9xh3g20hg09v7wh.gif      ,0
盲流 耍流氓 近一年来 上海 房产 中介 队伍 迅速 扩容 泼 油漆 堵 锁眼 电话 骚扰 短信 辱骂 … … 想象 做 事情 做生意 房产 中介 最近 连续 接到 投诉 房子 没卖成 中介 人员 使出 卑劣手段 行业协会 对此 束手无策 O 新闻 透视 房产 中介 变脸 房产 流氓 ,6e05a6dagw1ey6m1vnlpij20hs0a00u7 6e05a6dagw1ey6m1w37p3j20hs0a0abf 6e05a6dagw1ey6m1w6sl9j20hs0a0wfa       ,0
世界 大众 媒体 话语 空间 央视 接受 采访 辩解 更是 逻辑 混乱 媒体 采访 当时 指摘 文明 行为 网友 没 见到 媒体 篇幅 密度 专访 … … 最后 只能 恭喜 鸡爪 女 走上 芙蓉姐姐 凤姐 成功 道路 ,6e05a6dagw1ezrvnfsmyyj20hs0vkgp2 6e05a6dagw1ezrvnfan9aj20hs0vkwj5        ,0
正 能量 另一面 昨晚 地铁 二号线 上演 感人 一幕 男子 科技馆 站 突发 疾病 昏倒 四名 乘客 主动 俯身 帮着 做 心肺 复苏 报道 称 整整 30 分钟 乘客 怨言 收到 不少 后方 列车 被困 乘客 投诉 另一面 理解 不应 淹没 叫好声 中 请 @ 上海 地铁 shmetro   重视 改进 ,6e05a6dagw1exc61ivmtxj20k00d9768 6e05a6dagw1exc61gm23rj20k00d3q4r 6e05a6dagw1exc61koxebj20k00c4myw 6e05a6dagw1exc5umn9ppj20k00zkwk4      ,0
良心 官标 感动 中国 ,6e05a6dagw1exavdqv3syj20mz0h8110 6e05a6dagw1exavdropm6j20ch0k6wid        ,0
日本 最大 黑社会 组织 山口组 神户 总部 贴 出 告示 & quot ; 种种原因 每年 惯例 万圣节 送 糖果 活动 今年 取消 对不起 一直 盼望着 孩子 保证 明年 必定 举行 & quot ; 警方 透露 山口组 月 出现 分裂 风暴 担心 送 糖果 时 小孩子 可能 会 卷入 两派 斗争 中 发生 危险 决定 取消 活动 via @ 黒 契约 ,6e05a6dagw1ex9ofoqiawj20bo08oabg 6e05a6dagw1ex9ofpejshj20by08mwg2 6e05a6dagw1ex9ofq2ruzj20c30bkgny 6e05a6dagw1ex9ofqrlqgj20c2091abq      ,0
魔 人口 大量 撤离 信 上海 居民 用电量 大幅 下滑 难道 撤离 魔 近日 微信 文章 上海 用电 数据 情况 怀疑 上海 出现 人口 撤离 情况 想必 没有 统计局 2011 年 2014 年 上海 人口 一直 处于 递增 状态 辟谣 会 觉得 需要 辟谣 谣言 ...... O 网页 链接 ,6e05a6dagw1ex7oz7jrjzj20gl098wh9 6e05a6dagw1ex7oz878m1j20f908p0v0 6e05a6dagw1ex7oz8wneaj20dg08q40h 6e05a6dagw1ex7oz9owwpj20g609jdiw      ,0
